IEEE RA-L,21
Robotics & Autonomous Syst.,12
IEEE Robotics & Automation Mag.,1
IEEE Trans. Robotics,0
Intern. J. of Robotics Research,0
International Journal of Social Robotics,0
J. Field Robotics,0
Journal of Robotics,0
Robotica,0
Science Robotics,0
