UFMG,7.14
UFRGS,2.78
UFPB,2.71
FURG,1.98
ICMC/USP,1.65
PUCPR,1.39
ITV,1.06
UTFPR,1.06
UFES,0.4
UFSC,0.4
UNIFEI,0.4
UnB,0.4
Unisinos,0.4
IME/USP,0.33
UFPE,0.33
UFSCar,0.33
