2020,Journal of Intelligent and Robotic Systems,"Hybridisation of Sequential Monte Carlo Simulation with Non-linear Bounded-error State Estimation Applied to Global Localisation of Mobile Robots.",Robin Weiss; Peter Glösekötter; Edson Prestes; Mariana Luderitz Kolberg,https://doi.org/10.1007/s10846-019-01118-7,null,J,no_arxiv,0
2020,Journal of Intelligent and Robotic Systems,"Monocular 3D Exploration using Lines-of-Sight and Local Maps.",Diego Pittol; Mathias Mantelli; Renan Maffei; Mariana Luderitz Kolberg; Edson Prestes,https://doi.org/10.1007/s10846-020-01208-x,null,J,no_arxiv,0
