2023,Autonomous Robots,"HeRo 2.0: a low-cost robot for swarm robotics research.",Paulo A. F. Rezeck; Héctor Azpúrua; Maurício F. S. Corrêa; Luiz Chaimowicz,https://doi.org/10.1007/s10514-023-10100-0,null,J,no_arxiv,0
2020,Swarm Intelligence,"Spatial segregative behaviors in robotic swarms using differential potentials.",Vinicius Graciano Santos; Anderson Grandi Pires; Reza Javanmard Alitappeh; Paulo A. F. Rezeck; Luciano C. A. Pimenta; Douglas G. Macharet; Luiz Chaimowicz,https://doi.org/10.1007/s11721-020-00184-0,null,J,no_arxiv,0
