2022,IEEE RA-L,"Cross-View and Cross-Domain Underwater Localization Based on Optical Aerial and Acoustic Underwater Images.",Matheus Machado dos Santos; Giovanni G. De Giacomo; Paulo L. J. Drews-Jr; Silvia S. C. Botelho,https://doi.org/10.1109/LRA.2022.3154482,null,J,no_arxiv,0
2020,IEEE RA-L,"Matching Color Aerial Images and Underwater Sonar Images Using Deep Learning for Underwater Localization.",Matheus Machado dos Santos; Giovanni G. De Giacomo; Paulo L. J. Drews-Jr; Silvia S. C. Botelho,https://doi.org/10.1109/LRA.2020.3013852,null,J,no_arxiv,0
