2022,International Journal of Intelligent Robotics and Applications,"Rbot: development of a robot-driven radio base station maintenance system.",Djamel Sadok; Daniel Bezerra; Marrone Dantas; Gabriel Reis; Pedro Henrique Dreyer Leuchtenberg; Carolina C. D. Ledebour; Ricardo S. Souza; Silvia Lins; Maria V. Marquezini; Judith Kelner,https://doi.org/10.1007/s41315-021-00206-y,null,J,no_arxiv,0
2022,International Journal of Intelligent Robotics and Applications,
