2022,ACM Comput. Surveys,"Mobility Trace Analysis for Intelligent Vehicular Networks: Methods, Models, and Applications.",Clayson Celes; Azzedine Boukerche; Antonio A. F. Loureiro,https://doi.org/10.1145/3446679,null,J,no_arxiv,0
2021,ACM Comput. Surveys,"Vehicle Trajectory Similarity: Models, Methods, and Applications.",Roniel S. de Sousa; Azzedine Boukerche; Antonio A. F. Loureiro,https://doi.org/10.1145/3406096,null,J,no_arxiv,0
