2023,ACM Comput. Surveys,"A Survey on Embedding Dynamic Graphs.",Claudio Daniel Tenorio de Barros; Matheus R. F. Mendonça; Alex Borges Vieira; Artur Ziviani,https://doi.org/10.1145/3483595,null,J,http://arxiv.org/abs/2101.01229v2,0
2020,Communications ACM,"Digital healthcare in Latin America: the case of Brazil and Mexico.",Monica Tentori; Artur Ziviani; Débora C. Muchaluat-Saade; Jesús Favela,https://doi.org/10.1145/3423923,null,J,no_arxiv,0
