2022,IEEE Computer,"Trends in User Identity and Continuous Authentication.",Uélison Jean Lopes dos Santos; Cristiano André da Costa; André Henrique Mayer; Eduardo Souza dos Reis; Juan Eduardo Cruz Maldonado; Jorge Luis Victória Barbosa; Rodolfo Stoffel Antunes; Rodrigo da Rosa Righi; Nelson Eduardo Flores,https://doi.org/10.1109/MC.2022.3187274,null,J,no_arxiv,0
2021,Communications ACM,"Transformers aftermath: current research and rising trends.",Eduardo Souza dos Reis; Cristiano André da Costa; Diórgenes Eugênio da Silveira; Rodrigo Bavaresco; Rodrigo da Rosa Righi; Jorge Luis Victória Barbosa; Rodolfo Stoffel Antunes; Márcio Miguel Gomes; Gustavo Federizzi,https://doi.org/10.1145/3430937,null,J,no_arxiv,0
