2023,ICRA,"Towards a Reliable and Lightweight Onboard Fault Detection in Autonomous Unmanned Aerial Vehicles.",Sai Srinadhu Katta; Eduardo Kugler Viegas,https://doi.org/10.1109/ICRA48891.2023.10161183,null,C,no_arxiv,0
2023,IROS,"Towards a Robust Adversarial Patch Attack Against Unmanned Aerial Vehicles Object Detection.",Samridha Shrestha; Saurabh Pathak; Eduardo K. Viegas,https://doi.org/10.1109/IROS55552.2023.10342460,null,C,no_arxiv,0
