2023,Interact. Comput.,"Prescriptive and Semantic Analysis of an Automatic Sign Language Translation: Cases on VLibras Avatar Translation Using Video Interviews and Textual Interactions With a Chatbot.",André Luiz da Cunha Silva; Tatiane Militão de Sá; Ruan Sousa Diniz; Simone Bacellar Leal Ferreira; Sean Wolfgand Matsui Siqueira; Saulo Cabral Bourguignon,https://doi.org/10.1093/iwc/iwac020,null,J,no_arxiv,0
2020,WebSci,"Is There Personalization in Twitter Search? A Study on polarized opinions about the Brazilian Welfare Reform.",Jonatas Castro dos Santos; Sean W. M. Siqueira; Bernardo Pereira Nunes; Pedro Paulo Balestrassi; Fabrício R. S. Pereira,https://doi.org/10.1145/3394231.3397917,null,C,no_arxiv,0
